【合租】龙泽 融泽嘉园一号院 3室主卧,融泽嘉园一号院,2900,http://bj.58.com/pinpaigongyu/29636574553790x.shtml
【整租】乐乎公寓 角门 公益西桥店,角门,3100-4500,http://bj.58.com/pinpaigongyu/29127760467142x.shtml
【合租】青塔 万恒家园 4室主卧,万恒家园,2180,http://bj.58.com/pinpaigongyu/29639646310735x.shtml
【合租】回龙观 龙腾苑六区 3室主卧,龙腾苑六区,2360,http://bj.58.com/pinpaigongyu/29573200421449x.shtml
【合租】亚运村 干杨树甲16号院 3室主卧,干杨树甲16号院,2800,http://bj.58.com/pinpaigongyu/29737347463849x.shtml
【整租】好客公寓 亦庄 好客公寓,亦庄,3200-3300,http://bj.58.com/pinpaigongyu/29252292069190x.shtml
【合租】管庄 京通苑阳光华苑 3室主卧,京通苑阳光华苑,2150,http://bj.58.com/pinpaigongyu/29782619005741x.shtml
【合租】北苑 大羊坊甲4号院 3室主卧,大羊坊甲4号院,2400,http://bj.58.com/pinpaigongyu/29861033329335x.shtml
【合租】西二旗 领秀新硅谷C区 3室主卧,领秀新硅谷C区,2800,http://bj.58.com/pinpaigongyu/29803373347399x.shtml
【整租】好客公寓 亦庄 好客公寓,亦庄,2800-3000,http://bj.58.com/pinpaigongyu/29514289157965x.shtml
【合租】龙泽 融泽嘉园6号院 3室主卧,融泽嘉园6号院,2080,http://bj.58.com/pinpaigongyu/29702000577340x.shtml
【合租】西二旗 领秀新硅谷C区 5室次卧,领秀新硅谷C区,2290,http://bj.58.com/pinpaigongyu/29793676995143x.shtml
【整租】马家堡 中福丽宫 1室0厅,中福丽宫,2900,http://bj.58.com/pinpaigongyu/30025422720056x.shtml
【合租】九棵树 K2玉兰湾 4室主卧,K2玉兰湾,2300,http://bj.58.com/pinpaigongyu/30023121440703x.shtml
【整租】乐乎公寓 十里河 十里河店,十里河,3000-3500,http://bj.58.com/pinpaigongyu/29992215195837x.shtml
【合租】回龙观 龙腾苑六区 3室主卧,龙腾苑六区,2360,http://bj.58.com/pinpaigongyu/29573200421449x.shtml
【整租】远江公寓 运河大街 运河大街店,运河大街,3000-3500,http://bj.58.com/pinpaigongyu/29936379303724x.shtml
【合租】霍营 龙锦苑东四区 3室主卧,龙锦苑东四区,2260,http://bj.58.com/pinpaigongyu/29570162756917x.shtml
【合租】东直门 东门仓胡同甲3号 3室次卧,东门仓胡同甲3号,3210,http://bj.58.com/pinpaigongyu/29793391041224x.shtml
【整租】熊猫公寓 武夷花园 百合湾店,武夷花园,2200-2850,http://bj.58.com/pinpaigongyu/30015181408843x.shtml
【整租】通州北苑 乐乎青年公寓 1室0厅,【整租】通州北苑,2360,http://bj.58.com/pinpaigongyu/29448617706567x.shtml
【整租】乐乎公寓 角门 公益西桥店,角门,3100-4500,http://bj.58.com/pinpaigongyu/29127760467142x.shtml
【合租】小西天 学院南路32号院 2室主卧,学院南路32号院,2930,http://bj.58.com/pinpaigongyu/30011661728576x.shtml
【合租】后沙峪 吉祥花园 4室次卧,吉祥花园,2060,http://bj.58.com/pinpaigongyu/30036634133968x.shtml
【合租】西二旗 融泽嘉园8号院 3室主卧,融泽嘉园8号院,2370,http://bj.58.com/pinpaigongyu/29683452952365x.shtml
【整租】好客公寓 亦庄 好客公寓,亦庄,3200-3300,http://bj.58.com/pinpaigongyu/29252292069190x.shtml
【合租】九棵树 K2玉兰湾 4室主卧,K2玉兰湾,2300,http://bj.58.com/pinpaigongyu/30023121440703x.shtml
【合租】芍药居 芍药居北里小区 3室次卧,芍药居北里小区,2000,http://bj.58.com/pinpaigongyu/29805656118990x.shtml
【合租】大望路 金隅康惠园 3室主卧,金隅康惠园,2400,http://bj.58.com/pinpaigongyu/30033737387962x.shtml
【整租】好客公寓 亦庄 好客公寓,亦庄,2800-3000,http://bj.58.com/pinpaigongyu/29514289157965x.shtml
【合租】西二旗 领秀新硅谷C区 4室主卧,领秀新硅谷C区,3190,http://bj.58.com/pinpaigongyu/30026833065551x.shtml
【合租】回龙观 回龙观新村中区 3室主卧,回龙观新村中区,2150,http://bj.58.com/pinpaigongyu/29682642622510x.shtml
【合租】龙泽 融泽嘉园6号院 3室次卧,融泽嘉园6号院,2080,http://bj.58.com/pinpaigongyu/29613962272169x.shtml
【整租】角门 中福丽宫公寓 1室0厅,【整租】角门,2400,http://bj.58.com/pinpaigongyu/30025966970189x.shtml
